Date,Tournament,Surface,Best of,Winner,Loser,WRank,LRank,PSW,PSL
07/01/2026,Australian Open,Hard,5,Kovac M.,Zeller P.,105,240,1.2,5.21
07/01/2026,Australian Open,Hard,5,Dorn R.,Rossi A.,42,168,1.11,8.02
08/01/2026,Australian Open,Hard,5,Laurent W.,Hale V.,111,84,2.39,1.65
08/01/2026,Australian Open,Hard,5,Mertens D.,Young W.,120,234,1.13,7.23
08/01/2026,Australian Open,Hard,5,Xenos I.,Hale F.,219,81,4.86,1.22
08/01/2026,Australian Open,Hard,5,Quist J.,Jansen O.,162,96,2.54,1.58
08/01/2026,Australian Open,Hard,5,Gomez Q.,Tanner Y.,66,198,1.12,7.59
08/01/2026,Australian Open,Hard,5,Ostrov G.,Mertens W.,150,135,2.38,1.65
08/01/2026,Australian Open,Hard,5,Lindqvist D.,Mertens F.,114,123,2.11,1.81
08/01/2026,Australian Open,Hard,5,Laurent Q.,Zeller P.,108,240,1.01,32.52
08/01/2026,Australian Open,Hard,5,Dorn F.,Falk N.,39,57,1.6,2.51
08/01/2026,Australian Open,Hard,5,Brook T.,Ulrich Z.,21,201,1.31,3.82
08/01/2026,Australian Open,Hard,5,Nadeau A.,Young X.,138,237,1.09,9.22
08/01/2026,Australian Open,Hard,5,Varga G.,Rossi A.,207,168,2.28,1.71
08/01/2026,Australian Open,Hard,5,Dorn R.,Young V.,42,231,1.07,10.78
08/01/2026,Australian Open,Hard,5,Mertens O.,Novak H.,129,144,2.07,1.84
08/01/2026,Australian Open,Hard,5,Varga R.,Rossi N.,210,171,3.82,1.31
09/01/2026,Australian Open,Hard,5,Gomez H.,Zeller P.,63,240,1.05,13.36
09/01/2026,Australian Open,Hard,5,Engel Y.,Novak H.,54,144,1.23,4.71
09/01/2026,Australian Open,Hard,5,Hale E.,Rossi A.,78,168,1.41,3.16
09/01/2026,Australian Open,Hard,5,Abbott E.,Jansen D.,3,93,1.06,12.71
09/01/2026,Australian Open,Hard,5,Dorn R.,Jansen O.,42,96,1.29,3.99
09/01/2026,Australian Open,Hard,5,Gomez Q.,Young V.,66,231,1.01,29.65
09/01/2026,Australian Open,Hard,5,Castell H.,Arden R.,24,12,1.9,2.0
09/01/2026,Australian Open,Hard,5,Mertens D.,Stahl C.,120,180,1.44,3.04
09/01/2026,Australian Open,Hard,5,Kovac M.,Xenos I.,105,219,1.21,4.99
09/01/2026,Australian Open,Hard,5,Varga R.,Tanner Y.,210,198,2.0,1.9
09/01/2026,Australian Open,Hard,5,Ionescu P.,Xenos O.,90,222,1.14,6.76
09/01/2026,Australian Open,Hard,5,Eklund M.,Hale C.,51,75,1.59,2.53
09/01/2026,Australian Open,Hard,5,Xenos Z.,Holm N.,228,87,6.66,1.14
10/01/2026,Australian Open,Hard,5,Nadeau A.,Pires P.,138,156,1.9,2.01
10/01/2026,Australian Open,Hard,5,Abbott K.,Keller A.,6,102,1.15,6.29
10/01/2026,Australian Open,Hard,5,Rossi Q.,Kovac M.,177,105,2.45,1.62
10/01/2026,Australian Open,Hard,5,Hale F.,Quist J.,81,162,1.28,4.07
10/01/2026,Australian Open,Hard,5,Pires V.,Tanner Y.,159,198,1.52,2.73
10/01/2026,Australian Open,Hard,5,Stahl C.,Ulrich Z.,180,201,1.6,2.51
10/01/2026,Australian Open,Hard,5,Lindqvist W.,Duval N.,117,45,3.75,1.32
10/01/2026,Australian Open,Hard,5,Dorn R.,Falk N.,42,57,1.78,2.17
11/01/2026,Australian Open,Hard,5,Engel Y.,Pires P.,54,156,1.25,4.5
11/01/2026,Australian Open,Hard,5,Cerny J.,Eklund B.,33,48,1.81,2.12
11/01/2026,Australian Open,Hard,5,Pires V.,Xenos Z.,159,228,1.13,7.35
11/01/2026,Australian Open,Hard,5,Holm N.,Xenos I.,87,219,1.21,4.98
11/01/2026,Australian Open,Hard,5,Mertens F.,Tanner W.,123,195,1.37,3.39
11/01/2026,Australian Open,Hard,5,Mertens D.,Lindqvist D.,120,114,2.0,1.91
11/01/2026,Australian Open,Hard,5,Dorn R.,Zeller P.,42,240,1.01,32.52
11/01/2026,Australian Open,Hard,5,Arden H.,Tanner Y.,9,198,1.05,13.88
11/01/2026,Australian Open,Hard,5,Kovac M.,Tanner A.,105,186,1.25,4.48
12/01/2026,Australian Open,Hard,5,Mertens D.,Young W.,120,234,1.18,5.53
12/01/2026,Australian Open,Hard,5,Tanner Y.,Barros X.,198,18,7.29,1.13
12/01/2026,Australian Open,Hard,5,Laurent Q.,Abbott K.,108,6,9.66,1.09
12/01/2026,Australian Open,Hard,5,Quist J.,Rossi N.,162,171,1.98,1.93
12/01/2026,Australian Open,Hard,5,Falk U.,Xenos U.,60,225,1.01,32.52
12/01/2026,Australian Open,Hard,5,Gomez H.,Lindqvist W.,63,117,1.46,2.95
12/01/2026,Australian Open,Hard,5,Mertens M.,Kovac M.,126,105,1.83,2.09
12/01/2026,Australian Open,Hard,5,Ostrov G.,Xenos Z.,150,228,1.09,9.48
12/01/2026,Australian Open,Hard,5,Novak Z.,Lindqvist D.,147,114,2.58,1.57
13/01/2026,Australian Open,Hard,5,Xenos Z.,Young W.,228,234,1.67,2.34
13/01/2026,Australian Open,Hard,5,Nadeau A.,Young V.,138,231,1.13,7.2
13/01/2026,Australian Open,Hard,5,Gomez X.,Gomez Q.,72,66,2.24,1.73
13/01/2026,Australian Open,Hard,5,Kovac M.,Varga D.,105,204,1.19,5.37
13/01/2026,Australian Open,Hard,5,Cerny G.,Rossi P.,30,174,1.1,8.51
13/01/2026,Australian Open,Hard,5,Cerny Q.,Mertens O.,36,129,1.24,4.57
13/01/2026,Australian Open,Hard,5,Falk N.,Nadeau L.,57,141,1.33,3.7
13/01/2026,Australian Open,Hard,5,Eklund M.,Eklund B.,51,48,1.96,1.95
13/01/2026,Australian Open,Hard,5,Castell H.,Lindqvist W.,24,117,1.19,5.33
13/01/2026,Australian Open,Hard,5,Tanner N.,Ostrov G.,189,150,2.69,1.53
14/01/2026,Australian Open,Hard,5,Jovic F.,Rossi A.,99,168,1.4,3.23
14/01/2026,Australian Open,Hard,5,Holm N.,Falk U.,87,60,2.25,1.73
14/01/2026,Australian Open,Hard,5,Jansen O.,Laurent W.,96,111,1.66,2.36
14/01/2026,Australian Open,Hard,5,Cerny G.,Quist Z.,30,165,1.15,6.47
14/01/2026,Australian Open,Hard,5,Hale V.,Weiss L.,84,216,1.16,6.19
14/01/2026,Australian Open,Hard,5,Arden R.,Dorn F.,12,39,1.48,2.85
14/01/2026,Australian Open,Hard,5,Eklund M.,Barros X.,51,18,2.85,1.48
14/01/2026,Australian Open,Hard,5,Engel Y.,Duval N.,54,45,2.03,1.88
14/01/2026,Australian Open,Hard,5,Castell K.,Varga G.,27,207,1.01,32.52
14/01/2026,Australian Open,Hard,5,Lindqvist D.,Young W.,114,234,1.29,4.01
14/01/2026,Australian Open,Hard,5,Mertens O.,Tanner A.,129,186,1.27,4.19
14/01/2026,Australian Open,Hard,5,Kovac M.,Stahl F.,105,183,1.22,4.93
15/01/2026,Australian Open,Hard,5,Brook T.,Xenos U.,21,225,1.02,20.85
15/01/2026,Australian Open,Hard,5,Cerny Q.,Tanner Y.,36,198,1.05,13.17
15/01/2026,Australian Open,Hard,5,Cerny G.,Rossi A.,30,168,1.24,4.61
15/01/2026,Australian Open,Hard,5,Hale E.,Pires V.,78,159,1.34,3.62
15/01/2026,Australian Open,Hard,5,Pires G.,Nadeau A.,153,138,1.93,1.98
15/01/2026,Australian Open,Hard,5,Xenos I.,Barros J.,219,15,32.52,1.01
15/01/2026,Australian Open,Hard,5,Arden H.,Ionescu P.,9,90,1.14,6.66
15/01/2026,Australian Open,Hard,5,Falk N.,Mertens R.,57,132,1.3,3.89
15/01/2026,Australian Open,Hard,5,Laurent W.,Jovic F.,111,99,1.63,2.43
15/01/2026,Australian Open,Hard,5,Lindqvist D.,Tanner V.,114,192,1.39,3.25
15/01/2026,Australian Open,Hard,5,Abbott K.,Jansen D.,6,93,1.01,29.61
15/01/2026,Australian Open,Hard,5,Mertens F.,Tanner W.,123,195,1.65,2.38
15/01/2026,Australian Open,Hard,5,Rossi P.,Falk U.,174,60,3.35,1.38
15/01/2026,Australian Open,Hard,5,Tanner N.,Tanner A.,189,186,1.8,2.14
15/01/2026,Australian Open,Hard,5,Jansen O.,Stahl F.,96,183,1.34,3.57
16/01/2026,Australian Open,Hard,5,Nadeau L.,Stahl F.,141,183,1.53,2.7
16/01/2026,Australian Open,Hard,5,Duval N.,Mertens W.,45,135,1.16,6.05
16/01/2026,Australian Open,Hard,5,Mertens D.,Tanner V.,120,192,1.5,2.8
16/01/2026,Australian Open,Hard,5,Barros J.,Weiss F.,15,213,1.01,32.52
16/01/2026,Australian Open,Hard,5,Hale F.,Varga G.,81,207,1.18,5.66
16/01/2026,Australian Open,Hard,5,Castell K.,Xenos U.,27,225,1.01,25.32
16/01/2026,Australian Open,Hard,5,Novak Z.,Ostrov G.,147,150,2.18,1.76
16/01/2026,Australian Open,Hard,5,Lindqvist W.,Novak H.,117,144,1.74,2.22
16/01/2026,Australian Open,Hard,5,Arden R.,Stahl C.,12,180,1.07,10.82
16/01/2026,Australian Open,Hard,5,Cerny Q.,Gomez H.,36,63,1.72,2.25
16/01/2026,Australian Open,Hard,5,Ionescu P.,Holm N.,90,87,2.28,1.71
17/01/2026,Australian Open,Hard,5,Jansen O.,Mertens M.,96,126,2.28,1.7
17/01/2026,Australian Open,Hard,5,Engel Y.,Stahl F.,54,183,1.25,4.44
17/01/2026,Australian Open,Hard,5,Cerny J.,Keller A.,33,102,1.37,3.37
17/01/2026,Australian Open,Hard,5,Mertens R.,Pires P.,132,156,1.53,2.69
17/01/2026,Australian Open,Hard,5,Novak H.,Tanner W.,144,195,1.52,2.74
17/01/2026,Australian Open,Hard,5,Arden R.,Young X.,12,237,1.01,32.52
17/01/2026,Australian Open,Hard,5,Young V.,Xenos U.,231,225,2.38,1.65
17/01/2026,Australian Open,Hard,5,Quist J.,Mertens W.,162,135,2.07,1.84
18/01/2026,Australian Open,Hard,5,Tanner A.,Arden R.,186,12,6.93,1.14
18/01/2026,Australian Open,Hard,5,Abbott K.,Holm N.,6,87,1.06,12.78
18/01/2026,Australian Open,Hard,5,Novak H.,Ionescu P.,144,90,2.9,1.47
18/01/2026,Australian Open,Hard,5,Tanner N.,Varga D.,189,204,1.68,2.34
18/01/2026,Australian Open,Hard,5,Nadeau L.,Weiss F.,141,213,1.36,3.43
18/01/2026,Australian Open,Hard,5,Lindqvist D.,Young X.,114,237,1.18,5.57
18/01/2026,Australian Open,Hard,5,Gomez H.,Rossi P.,63,174,1.29,3.98
18/01/2026,Australian Open,Hard,5,Pires V.,Gomez Q.,159,66,3.47,1.36
18/01/2026,Australian Open,Hard,5,Stahl C.,Tanner Y.,180,198,1.78,2.16
18/01/2026,Australian Open,Hard,5,Barros J.,Tanner V.,15,192,1.09,9.05
18/01/2026,Australian Open,Hard,5,Young V.,Varga G.,231,207,4.03,1.29
18/01/2026,Australian Open,Hard,5,Pires G.,Xenos I.,153,219,1.35,3.55
18/01/2026,Australian Open,Hard,5,Cerny Q.,Xenos U.,36,225,1.04,16.88
18/01/2026,Australian Open,Hard,5,Tanner W.,Dorn F.,195,39,6.43,1.15
18/01/2026,Australian Open,Hard,5,Weiss L.,Jansen D.,216,93,6.95,1.13
19/01/2026,Australian Open,Hard,5,Falk U.,Rossi A.,60,168,1.4,3.24
19/01/2026,Australian Open,Hard,5,Dorn R.,Weiss L.,42,216,1.02,23.22
19/01/2026,Australian Open,Hard,5,Castell H.,Ulrich Z.,24,201,1.06,12.02
19/01/2026,Australian Open,Hard,5,Rossi N.,Gomez Q.,171,66,3.03,1.44
19/01/2026,Australian Open,Hard,5,Rossi Q.,Mertens D.,177,120,2.31,1.69
19/01/2026,Australian Open,Hard,5,Zeller P.,Ostrov G.,240,150,5.33,1.19
19/01/2026,Australian Open,Hard,5,Quist J.,Lindqvist W.,162,117,2.72,1.52
19/01/2026,Australian Open,Hard,5,Gomez X.,Hale V.,72,84,1.77,2.17
19/01/2026,Australian Open,Hard,5,Keller A.,Tanner N.,102,189,1.25,4.38
19/01/2026,Australian Open,Hard,5,Jovic F.,Xenos U.,99,225,1.19,5.37
19/01/2026,Australian Open,Hard,5,Mertens M.,Young X.,126,237,1.06,12.4
19/01/2026,Australian Open,Hard,5,Arden H.,Gomez H.,9,63,1.57,2.58
19/01/2026,Australian Open,Hard,5,Eklund M.,Pires P.,51,156,1.33,3.66
19/01/2026,Australian Open,Hard,5,Nadeau A.,Hale F.,138,81,2.74,1.52
19/01/2026,Australian Open,Hard,5,Hale C.,Young W.,75,234,1.05,14.42
20/01/2026,Australian Open,Hard,5,Jansen D.,Laurent Q.,93,108,1.64,2.42
20/01/2026,Australian Open,Hard,5,Keller A.,Holm N.,102,87,1.76,2.19
20/01/2026,Australian Open,Hard,5,Gomez Q.,Cerny J.,66,33,2.98,1.45
20/01/2026,Australian Open,Hard,5,Tanner N.,Rossi N.,189,171,2.43,1.63
20/01/2026,Australian Open,Hard,5,Eklund B.,Mertens W.,48,135,1.24,4.58
20/01/2026,Australian Open,Hard,5,Dorn F.,Tanner W.,39,195,1.2,5.18
20/01/2026,Australian Open,Hard,5,Weiss L.,Xenos U.,216,225,1.71,2.26
20/01/2026,Australian Open,Hard,5,Young W.,Varga G.,234,207,4.2,1.27
20/01/2026,Australian Open,Hard,5,Jovic F.,Ionescu P.,99,90,1.97,1.93
20/01/2026,Australian Open,Hard,5,Ostrov G.,Mertens M.,150,126,2.15,1.78
20/01/2026,Australian Open,Hard,5,Falk N.,Ulrich Z.,57,201,1.25,4.49
20/01/2026,Australian Open,Hard,5,Arden R.,Xenos I.,12,219,1.01,32.52
20/01/2026,Australian Open,Hard,5,Arden H.,Rossi Q.,9,177,1.01,32.52
20/01/2026,Australian Open,Hard,5,Abbott E.,Rossi A.,3,168,1.02,22.34
21/01/2026,Australian Open,Hard,5,Gomez Q.,Pires P.,66,156,1.31,3.81
21/01/2026,Australian Open,Hard,5,Lindqvist D.,Weiss F.,114,213,1.3,3.95
21/01/2026,Australian Open,Hard,5,Arden H.,Barros J.,9,15,1.64,2.41
21/01/2026,Australian Open,Hard,5,Duval N.,Laurent W.,45,111,1.39,3.26
21/01/2026,Australian Open,Hard,5,Gomez U.,Gomez X.,69,72,1.69,2.3
21/01/2026,Australian Open,Hard,5,Hale E.,Cerny Q.,78,36,3.01,1.44
21/01/2026,Australian Open,Hard,5,Engel Y.,Rossi A.,54,168,1.23,4.71
21/01/2026,Australian Open,Hard,5,Cerny G.,Novak Z.,30,147,1.19,5.44
21/01/2026,Australian Open,Hard,5,Mertens F.,Rossi P.,123,174,1.56,2.6
21/01/2026,Australian Open,Hard,5,Brook T.,Tanner W.,21,195,1.13,7.02
22/01/2026,Australian Open,Hard,5,Duval N.,Falk N.,45,57,1.93,1.97
22/01/2026,Australian Open,Hard,5,Rossi P.,Jansen D.,174,93,3.8,1.31
22/01/2026,Australian Open,Hard,5,Mertens F.,Novak Z.,123,147,1.68,2.32
22/01/2026,Australian Open,Hard,5,Ionescu P.,Quist Z.,90,165,1.71,2.27
22/01/2026,Australian Open,Hard,5,Cerny Q.,Rossi N.,36,171,1.2,5.27
22/01/2026,Australian Open,Hard,5,Abbott E.,Quist J.,3,162,1.01,32.52
22/01/2026,Australian Open,Hard,5,Brook T.,Hale F.,21,81,1.28,4.13
22/01/2026,Australian Open,Hard,5,Barros J.,Abbott K.,15,6,2.14,1.79
22/01/2026,Australian Open,Hard,5,Dorn F.,Rossi Q.,39,177,1.25,4.43
22/01/2026,Australian Open,Hard,5,Laurent Q.,Hale C.,108,75,2.23,1.74
23/01/2026,Australian Open,Hard,5,Nadeau L.,Pires P.,141,156,1.91,1.99
23/01/2026,Australian Open,Hard,5,Rossi N.,Mertens W.,171,135,2.3,1.69
23/01/2026,Australian Open,Hard,5,Young V.,Xenos Z.,231,228,1.97,1.93
23/01/2026,Australian Open,Hard,5,Mertens D.,Jansen D.,120,93,2.06,1.85
23/01/2026,Australian Open,Hard,5,Xenos I.,Xenos O.,219,222,2.03,1.88
23/01/2026,Australian Open,Hard,5,Novak Z.,Young W.,147,234,1.1,8.78
23/01/2026,Australian Open,Hard,5,Varga D.,Mertens O.,204,129,3.36,1.37
23/01/2026,Australian Open,Hard,5,Varga G.,Castell K.,207,27,32.52,1.01
23/01/2026,Australian Open,Hard,5,Lindqvist W.,Castell H.,117,24,4.54,1.24
23/01/2026,Australian Open,Hard,5,Gomez U.,Pires V.,69,159,1.27,4.22
23/01/2026,Australian Open,Hard,5,Hale V.,Mertens R.,84,132,1.49,2.82
23/01/2026,Australian Open,Hard,5,Quist Z.,Tanner V.,165,192,1.61,2.48
24/01/2026,Australian Open,Hard,5,Arden H.,Falk U.,9,60,1.24,4.61
24/01/2026,Australian Open,Hard,5,Castell K.,Jansen O.,27,96,1.37,3.37
24/01/2026,Australian Open,Hard,5,Jansen D.,Falk N.,93,57,2.94,1.46
24/01/2026,Australian Open,Hard,5,Castell H.,Novak Z.,24,147,1.27,4.17
24/01/2026,Australian Open,Hard,5,Eklund M.,Varga D.,51,204,1.04,16.78
24/01/2026,Australian Open,Hard,5,Jovic F.,Tanner A.,99,186,1.36,3.43
24/01/2026,Australian Open,Hard,5,Cerny G.,Cerny J.,30,33,1.83,2.1
24/01/2026,Australian Open,Hard,5,Keller A.,Mertens D.,102,120,1.92,1.99
24/01/2026,Australian Open,Hard,5,Xenos U.,Xenos I.,225,219,2.07,1.84
24/01/2026,Australian Open,Hard,5,Hale E.,Varga R.,78,210,1.19,5.48
24/01/2026,Australian Open,Hard,5,Barros X.,Rossi Q.,18,177,1.21,5.1
24/01/2026,Australian Open,Hard,5,Tanner N.,Tanner V.,189,192,1.82,2.1
24/01/2026,Australian Open,Hard,5,Lindqvist D.,Pires G.,114,153,1.72,2.25
24/01/2026,Australian Open,Hard,5,Quist J.,Ulrich Z.,162,201,1.5,2.78
25/01/2026,Australian Open,Hard,5,Ostrov G.,Abbott K.,150,6,32.52,1.01
25/01/2026,Australian Open,Hard,5,Laurent W.,Pires G.,111,153,1.3,3.9
25/01/2026,Australian Open,Hard,5,Rossi N.,Barros X.,171,18,5.33,1.19
25/01/2026,Australian Open,Hard,5,Lindqvist W.,Zeller P.,117,240,1.18,5.56
25/01/2026,Australian Open,Hard,5,Duval N.,Mertens F.,45,123,1.57,2.58
25/01/2026,Australian Open,Hard,5,Young V.,Tanner V.,231,192,3.98,1.29
25/01/2026,Australian Open,Hard,5,Brook T.,Cerny Q.,21,36,2.23,1.73
25/01/2026,Australian Open,Hard,5,Gomez X.,Jovic F.,72,99,1.57,2.57
25/01/2026,Australian Open,Hard,5,Nadeau L.,Pires P.,141,156,1.73,2.25
25/01/2026,Australian Open,Hard,5,Rossi P.,Weiss L.,174,216,1.37,3.37
25/01/2026,Australian Open,Hard,5,Abbott E.,Engel Y.,3,54,1.28,4.1
25/01/2026,Australian Open,Hard,5,Dorn R.,Young X.,42,237,1.14,6.7
26/01/2026,Australian Open,Hard,5,Dorn F.,Tanner A.,39,186,1.18,5.7
26/01/2026,Australian Open,Hard,5,Hale E.,Pires G.,78,153,1.55,2.63
26/01/2026,Australian Open,Hard,5,Castell K.,Quist J.,27,162,1.06,12.39
26/01/2026,Australian Open,Hard,5,Young V.,Tanner Y.,231,198,3.31,1.38
26/01/2026,Australian Open,Hard,5,Dorn R.,Xenos Z.,42,228,1.04,15.69
26/01/2026,Australian Open,Hard,5,Mertens D.,Tanner W.,120,195,1.4,3.22
26/01/2026,Australian Open,Hard,5,Abbott E.,Falk N.,3,57,1.06,12.04
26/01/2026,Australian Open,Hard,5,Ionescu P.,Weiss F.,90,213,1.17,5.78
26/01/2026,Australian Open,Hard,5,Laurent W.,Mertens O.,111,129,1.55,2.63
26/01/2026,Australian Open,Hard,5,Young W.,Zeller P.,234,240,1.83,2.09
26/01/2026,Australian Open,Hard,5,Duval N.,Pires P.,45,156,1.13,7.02
26/01/2026,Australian Open,Hard,5,Abbott K.,Nadeau L.,6,141,1.17,5.88
26/01/2026,Australian Open,Hard,5,Brook T.,Holm N.,21,87,1.26,4.34
27/01/2026,Australian Open,Hard,5,Laurent Q.,Arden R.,108,12,6.16,1.16
27/01/2026,Australian Open,Hard,5,Engel Y.,Tanner V.,54,192,1.11,8.12
27/01/2026,Australian Open,Hard,5,Gomez U.,Xenos I.,69,219,1.12,7.57
27/01/2026,Australian Open,Hard,5,Falk N.,Duval N.,57,45,2.47,1.61
27/01/2026,Australian Open,Hard,5,Novak H.,Quist Z.,144,165,1.53,2.69
27/01/2026,Australian Open,Hard,5,Barros X.,Jovic F.,18,99,1.3,3.91
27/01/2026,Australian Open,Hard,5,Falk U.,Gomez H.,60,63,1.89,2.01
27/01/2026,Australian Open,Hard,5,Tanner W.,Nadeau A.,195,138,3.11,1.42
27/01/2026,Australian Open,Hard,5,Abbott K.,Hale F.,6,81,1.07,10.63
27/01/2026,Australian Open,Hard,5,Varga R.,Rossi N.,210,171,2.69,1.53
27/01/2026,Australian Open,Hard,5,Tanner A.,Nadeau L.,186,141,2.77,1.51
27/01/2026,Australian Open,Hard,5,Castell H.,Lindqvist D.,24,114,1.1,8.78
27/01/2026,Australian Open,Hard,5,Pires P.,Young X.,156,237,1.2,5.21
27/01/2026,Australian Open,Hard,5,Mertens M.,Ostrov G.,126,150,1.52,2.72
28/01/2026,Australian Open,Hard,5,Mertens R.,Ionescu P.,132,90,2.33,1.68
28/01/2026,Australian Open,Hard,5,Hale E.,Dorn F.,78,39,3.07,1.43
28/01/2026,Australian Open,Hard,5,Rossi N.,Jovic F.,171,99,3.16,1.41
28/01/2026,Australian Open,Hard,5,Abbott E.,Weiss F.,3,213,1.12,7.57
28/01/2026,Australian Open,Hard,5,Abbott K.,Mertens W.,6,135,1.16,6.25
28/01/2026,Australian Open,Hard,5,Gomez H.,Gomez X.,63,72,1.75,2.2
28/01/2026,Australian Open,Hard,5,Mertens F.,Falk N.,123,57,4.28,1.26
28/01/2026,Australian Open,Hard,5,Nadeau L.,Young X.,141,237,1.13,7.19
28/01/2026,Australian Open,Hard,5,Brook T.,Arden R.,21,12,3.34,1.38
28/01/2026,Australian Open,Hard,5,Stahl C.,Pires G.,180,153,3.27,1.39
28/01/2026,Australian Open,Hard,5,Barros J.,Zeller P.,15,240,1.01,32.52
28/01/2026,Australian Open,Hard,5,Castell K.,Varga G.,27,207,1.07,11.41
28/01/2026,Australian Open,Hard,5,Pires V.,Xenos O.,159,222,1.29,4.02
29/01/2026,Australian Open,Hard,5,Cerny G.,Xenos U.,30,225,1.1,8.72
29/01/2026,Australian Open,Hard,5,Tanner A.,Engel Y.,186,54,4.24,1.27
29/01/2026,Australian Open,Hard,5,Castell H.,Xenos O.,24,222,1.01,25.83
29/01/2026,Australian Open,Hard,5,Barros X.,Keller A.,18,102,1.15,6.31
29/01/2026,Australian Open,Hard,5,Hale C.,Mertens W.,75,135,1.61,2.47
29/01/2026,Australian Open,Hard,5,Pires V.,Hale E.,159,78,2.65,1.54
29/01/2026,Australian Open,Hard,5,Jovic F.,Arden H.,99,9,10.09,1.08
29/01/2026,Australian Open,Hard,5,Pires P.,Rossi N.,156,171,1.67,2.35
29/01/2026,Australian Open,Hard,5,Dorn F.,Arden R.,39,12,2.89,1.47
29/01/2026,Australian Open,Hard,5,Tanner W.,Ionescu P.,195,90,4.71,1.23
29/01/2026,Australian Open,Hard,5,Mertens D.,Lindqvist W.,120,117,1.82,2.11
30/01/2026,Dubai,Hard,3,Falk U.,Mertens W.,60,135,1.6,2.5
30/01/2026,Dubai,Hard,3,Jansen O.,Xenos Z.,96,228,1.28,4.14
30/01/2026,Dubai,Hard,3,Lindqvist W.,Young X.,117,237,1.15,6.59
30/01/2026,Dubai,Hard,3,Hale E.,Mertens O.,78,129,1.39,3.29
30/01/2026,Dubai,Hard,3,Abbott E.,Weiss F.,3,213,1.07,10.98
30/01/2026,Dubai,Hard,3,Eklund B.,Xenos I.,48,219,1.01,32.52
30/01/2026,Dubai,Hard,3,Dorn R.,Kovac M.,42,105,1.69,2.3
30/01/2026,Dubai,Hard,3,Castell H.,Varga G.,24,207,1.01,32.52
31/01/2026,Dubai,Hard,3,Barros J.,Weiss L.,15,216,1.06,12.58
31/01/2026,Dubai,Hard,3,Arden R.,Gomez Q.,12,66,1.46,2.92
31/01/2026,Dubai,Hard,3,Falk N.,Engel Y.,57,54,2.29,1.7
31/01/2026,Dubai,Hard,3,Mertens R.,Hale E.,132,78,2.59,1.57
31/01/2026,Dubai,Hard,3,Stahl F.,Weiss F.,183,213,1.66,2.37
31/01/2026,Dubai,Hard,3,Castell K.,Tanner N.,27,189,1.21,5.12
31/01/2026,Dubai,Hard,3,Cerny J.,Eklund B.,33,48,1.54,2.65
31/01/2026,Dubai,Hard,3,Barros X.,Rossi Q.,18,177,1.18,5.61
31/01/2026,Dubai,Hard,3,Lindqvist D.,Tanner V.,114,192,1.46,2.93
31/01/2026,Dubai,Hard,3,Cerny Q.,Tanner A.,36,186,1.16,6.12
31/01/2026,Dubai,Hard,3,Ionescu P.,Young X.,90,237,1.13,6.96
31/01/2026,Dubai,Hard,3,Pires P.,Pires V.,156,159,1.54,2.67
31/01/2026,Dubai,Hard,3,Ostrov G.,Varga G.,150,207,1.51,2.75
31/01/2026,Dubai,Hard,3,Pires G.,Jansen D.,153,93,2.1,1.82
31/01/2026,Dubai,Hard,3,Quist Z.,Tanner Y.,165,198,1.39,3.29
01/02/2026,Dubai,Hard,3,Pires V.,Ulrich Z.,159,201,1.54,2.68
01/02/2026,Dubai,Hard,3,Mertens W.,Holm N.,135,87,2.09,1.83
01/02/2026,Dubai,Hard,3,Arden R.,Hale F.,12,81,1.19,5.4
01/02/2026,Dubai,Hard,3,Tanner Y.,Tanner W.,198,195,1.67,2.35
01/02/2026,Dubai,Hard,3,Barros X.,Pires P.,18,156,1.14,6.76
01/02/2026,Dubai,Hard,3,Hale V.,Castell K.,84,27,3.16,1.41
01/02/2026,Dubai,Hard,3,Brook T.,Gomez X.,21,72,1.44,3.01
01/02/2026,Dubai,Hard,3,Rossi Q.,Pires G.,177,153,2.31,1.69
01/02/2026,Dubai,Hard,3,Jovic F.,Ionescu P.,99,90,2.17,1.77
01/02/2026,Dubai,Hard,3,Castell H.,Varga R.,24,210,1.01,32.52
01/02/2026,Dubai,Hard,3,Duval N.,Weiss F.,45,213,1.01,32.52
01/02/2026,Dubai,Hard,3,Eklund M.,Gomez Q.,51,66,1.51,2.76
02/02/2026,Dubai,Hard,3,Gomez X.,Weiss L.,72,216,1.15,6.31
02/02/2026,Dubai,Hard,3,Keller A.,Lindqvist W.,102,117,1.92,1.98
02/02/2026,Dubai,Hard,3,Duval N.,Pires V.,45,159,1.13,7.09
02/02/2026,Dubai,Hard,3,Lindqvist D.,Mertens R.,114,132,2.08,1.84
02/02/2026,Dubai,Hard,3,Eklund M.,Tanner V.,51,192,1.23,4.65
02/02/2026,Dubai,Hard,3,Hale F.,Mertens F.,81,123,1.72,2.26
02/02/2026,Dubai,Hard,3,Brook T.,Hale E.,21,78,1.52,2.72
02/02/2026,Dubai,Hard,3,Stahl F.,Cerny Q.,183,36,7.81,1.11
02/02/2026,Dubai,Hard,3,Hale V.,Eklund B.,84,48,2.73,1.52
02/02/2026,Dubai,Hard,3,Abbott K.,Mertens O.,6,129,1.09,9.13
02/02/2026,Dubai,Hard,3,Nadeau A.,Xenos Z.,138,228,1.01,32.52
02/02/2026,Dubai,Hard,3,Tanner A.,Weiss F.,186,213,1.5,2.8
02/02/2026,Dubai,Hard,3,Dorn F.,Laurent Q.,39,108,1.46,2.93
